timestamp,system.cpu.iowait,system.load.5,system.disk.pct_usage,system.net.tcp.out_segs,system.io.r_await,system.fs.inodes.used,system.swap.used,system.io.util,system.os.nofile.current,system.io.r_s,system.mem.used,system.swap.so,system.swap.si,system.cpu.user,system.swap.free,system.net.udp.in_errors,system.net.tcp.retrans_segs,system.mem.pct_usage,system.cpu.system,system.disk.total,system.net.packets_in.count,system.net.udp.rcv_buf_errors,system.udp.connect.num,system.io.w_s,system.mem.real.used,system.net.packets_out.count,system.fs.inodes.in_use,system.load.1,system.cpu.pct_usage,system.io.svctm,system.disk.readonly,system.fs.inodes.free,system.load.15,system.swap.total,system.io.avg_q_sz,system.mem.usable,system.fs.inodes.total,system.disk.free,system.process.zombie.num,system.io.await,system.os.nofile.max,system.net.udp.snd_buf_errors,system.mem.total,system.net.tcp.in_segs,system.io.rkb_s,system.tcp.retrans_pct,system.mem.real.pct_useage,system.swap.used_pct,system.disk.used,system.net.packets_in.error,system.net.packets_out.error,system.io.w_await,system.os.nofile.used_pct,system.net.udp.in_datagrams,system.net.udp.out_datagrams
1648558200,19.56,4.75,28.12,473.61,9.89,2380166.43,0.0,49.9,12896.0,403.5,7070.0,0.0,0.0,5.29,0.0,0.0,0.0,22.01,6.15,9052543853.71,122.15,0.0,11.0,0.0,-1.0,114.13,1.01,4.84,31.0,0.62,0.0,6954357906.29,4.79,0.0,7.78,-1.0,6956737682.29,2124356022.86,616.0,9.89,6553600.0,0.0,32117.0,262.98,124448.0,0.01,18.54,0.0,6910071954.29,0.0,0.0,0.0,0.197,1140.42,127.07
1648541820,14.01,3.67,19.43,436.77,5.34,1617747.17,0.0,49.9,12832.0,491.0,7069.0,0.0,0.0,4.65,0.0,0.0,0.07,22.01,6.07,5538626560.0,86.37,0.0,11.0,65.5,-1.0,101.47,1.17,3.52,24.73,0.45,0.0,4089734826.67,3.89,0.0,5.07,-1.0,4091352405.33,1472777216.0,609.0,4.8,6553600.0,0.0,32117.0,280.72,124514.0,0.01,18.53,0.0,4044714325.33,0.0,0.0,0.73,0.196,969.75,129.13
1648525440,13.97,4.02,19.42,423.33,6.72,1616929.17,0.0,49.95,12736.0,430.5,6953.0,0.0,0.0,4.17,0.0,0.0,0.0,21.65,5.79,5538626560.0,87.58,0.0,10.0,0.0,-1.0,102.95,1.17,3.76,23.93,0.58,0.0,4084513792.0,4.05,0.0,5.57,-1.0,4086130688.0,1471588010.67,594.0,6.72,6553600.0,0.0,32117.0,263.65,124652.0,0.01,18.16,0.0,4045903189.33,0.0,0.0,0.0,0.194,981.82,134.73
1648509060,14.84,4.52,19.44,313.08,12.61,1614062.67,0.0,50.15,12704.0,296.5,6847.0,0.0,0.0,3.94,0.0,0.0,0.0,21.32,5.16,5538626560.0,39.17,0.0,10.0,0.0,5709.0,53.05,1.17,3.69,23.94,0.85,0.0,4182791509.33,5.09,0.0,7.34,25270.0,4184405674.67,1495528960.0,583.0,12.61,6553600.0,0.0,32117.0,224.6,124406.0,0.01,17.78,0.0,4021962410.67,0.0,0.0,0.0,0.194,415.28,47.02
1648492680,9.77,1.73,19.48,313.15,8.5,1613596.33,0.0,49.9,12640.0,300.0,6923.0,0.0,0.0,3.68,0.0,0.0,0.02,21.56,5.12,5538626560.0,38.2,0.0,10.0,0.0,-1.0,51.25,1.17,2.1,18.57,0.83,0.0,4198074709.33,1.66,0.0,4.95,-1.0,4199688192.0,1499004245.33,573.0,8.5,6553600.0,0.0,32117.0,229.44,124574.0,0.01,17.5,0.0,4018487296.0,0.0,0.0,0.0,0.193,398.72,44.26
1648566420,20.24,5.11,39.1,8802.05,10.07,3396893.11,0.0,50.1,12960.0,376.0,7152.0,0.0,0.0,5.92,0.0,0.0,0.0,22.27,6.76,13970784256.0,123.11,0.0,12.0,11.0,-1.0,92.63,0.79,5.03,32.92,0.64,0.0,11609981838.22,4.97,0.0,7.41,-1.0,11613378787.56,3202603235.56,620.0,9.81,6553600.0,0.0,32117.0,457.02,124294.0,0.01,18.78,0.0,10754089870.22,0.0,0.0,0.98,0.198,863.68,54.38
1648550040,19.65,4.76,19.48,440.59,10.9,1617913.17,0.0,49.9,12736.0,370.0,6833.0,0.0,0.0,5.05,0.0,0.0,0.0,21.28,6.24,5538626560.0,96.53,0.0,11.0,0.0,-1.0,112.36,1.17,4.81,30.94,0.68,0.0,4081604608.0,4.99,0.0,7.87,-1.0,4083222528.0,1470502570.67,616.0,10.9,6553600.0,0.0,32117.0,266.31,123452.0,0.01,17.77,0.0,4046988629.33,0.0,0.0,0.0,0.194,1065.15,144.82
1648533660,13.36,4.72,28.01,7176.2,5.92,2379024.57,0.0,49.15,12736.0,441.5,7143.0,0.0,0.0,10.58,0.0,0.0,0.0,22.24,7.37,9052543853.71,154.98,0.0,11.0,13.0,6011.0,163.16,1.01,5.83,31.31,0.54,0.0,6997917110.86,4.17,0.0,5.03,24973.0,7000295716.57,2135710281.14,601.0,5.79,6553600.0,0.0,32117.0,443.62,123154.0,0.01,18.71,0.0,6898717257.14,0.0,0.0,1.44,0.194,1646.98,130.1
1648517280,14.08,3.54,19.33,326.44,6.39,1615159.5,0.0,49.95,12704.0,430.5,6838.0,0.0,0.0,3.77,0.0,0.0,0.0,21.29,5.36,5538626560.0,44.25,0.0,10.0,0.0,-1.0,58.14,1.17,3.31,23.21,0.58,0.0,4158281728.0,3.64,0.0,5.28,-1.0,4159896917.33,1490192384.0,592.0,6.39,6553600.0,0.0,32117.0,231.28,124936.0,0.01,17.78,0.0,4027298816.0,0.0,0.0,0.0,0.194,466.13,55.64
1648500900,4.21,1.62,19.43,322.62,4.24,1613772.0,0.0,49.95,12640.0,298.5,6756.0,0.0,0.0,4.12,0.0,0.0,0.0,21.04,5.26,5538626560.0,40.17,0.0,10.0,0.0,-1.0,53.75,1.17,1.45,13.6,0.83,0.0,4192008533.33,1.81,0.0,2.38,-1.0,4193622357.33,1497830912.0,579.0,4.24,6553600.0,0.0,32117.0,231.07,124162.0,0.01,17.54,0.0,4019660117.33,0.0,0.0,0.0,0.193,438.77,50.43
1648484520,3.1,1.27,27.99,385.42,0.0,2372236.86,0.0,0.0,12864.0,0.0,8349.0,0.0,0.0,10.39,0.0,0.0,0.0,26.0,4.49,9052543853.71,96.11,0.0,10.0,0.0,-1.0,73.14,1.01,1.71,17.98,0.0,0.0,7122563072.0,1.21,0.0,0.0,-1.0,7124935241.14,2166330075.43,585.0,0.0,6553600.0,0.0,32117.0,234.32,0.0,0.01,22.46,0.0,6868097901.71,0.0,0.0,0.0,0.196,669.23,47.18
1648558260,20.34,4.64,28.11,468.57,11.36,2380163.57,0.0,50.05,12832.0,348.5,7068.0,0.0,0.0,4.5,0.0,0.0,0.02,22.01,6.05,9052543853.71,126.35,0.0,11.0,0.0,5954.0,118.28,1.01,4.38,30.9,0.72,0.0,6953934848.0,4.75,0.0,7.74,25049.0,6956314624.0,2124317696.0,616.0,11.36,6553600.0,0.0,32117.0,261.48,124226.0,0.01,18.54,0.0,6910110573.71,0.0,0.0,0.0,0.196,1166.42,130.8
1648541880,14.05,3.68,19.43,422.92,6.3,1617747.5,0.0,50.0,12896.0,406.0,7073.0,0.0,0.0,5.31,0.0,0.0,0.0,22.02,6.18,5538626560.0,89.33,0.0,11.0,148.0,-1.0,104.38,1.17,3.63,25.53,0.45,0.0,4089586688.0,3.88,0.0,5.0,-1.0,4091204608.0,1472737109.33,609.0,4.78,6553600.0,0.0,32117.0,263.21,123864.0,0.01,18.54,0.0,4044753920.0,0.0,0.0,0.59,0.197,988.57,132.23
1648525500,13.89,3.98,19.4,421.57,6.19,1616937.0,0.0,49.8,12736.0,409.5,6950.0,0.0,0.0,4.44,0.0,0.0,0.0,21.64,5.91,5538626560.0,85.18,0.0,10.0,8.0,-1.0,100.58,1.17,3.87,24.23,0.6,0.0,4083884714.67,4.03,0.0,4.86,-1.0,4085501610.67,1471509504.0,594.0,6.08,6553600.0,0.0,32117.0,264.2,124392.0,0.01,18.15,0.0,4045981696.0,0.0,0.0,0.5,0.194,954.97,129.87
1648509120,15.86,4.52,19.44,314.35,12.41,1614066.33,0.0,50.05,12672.0,298.5,6847.0,0.0,0.0,4.19,0.0,0.0,0.05,21.32,5.31,5538626560.0,39.37,0.0,10.0,0.0,-1.0,53.12,1.17,4.22,25.36,0.84,0.0,4182706858.67,5.05,0.0,7.26,-1.0,4184321024.0,1495509504.0,583.0,12.41,6553600.0,0.0,32117.0,224.22,123818.0,0.01,17.78,0.0,4021981866.67,0.0,0.0,0.0,0.193,429.75,50.03
1648492740,9.93,1.85,19.48,319.64,8.38,1613596.0,0.0,49.9,12640.0,299.0,6930.0,0.0,0.0,3.51,0.0,0.0,0.02,21.58,5.16,5538626560.0,40.24,0.0,10.0,0.0,-1.0,54.01,1.17,2.3,18.6,0.83,0.0,4198086997.33,1.71,0.0,4.86,-1.0,4199700480.0,1499009024.0,573.0,8.38,6553600.0,0.0,32117.0,229.58,123958.0,0.01,17.53,0.0,4018482176.0,0.0,0.0,0.0,0.193,433.51,49.24
1648566480,19.78,5.04,39.1,2815.03,11.36,3396971.33,0.0,49.95,13024.0,366.5,7156.0,0.0,0.0,5.79,0.0,0.0,0.0,22.28,6.36,13970784256.0,122.78,0.0,14.0,0.0,-1.0,91.85,0.79,4.91,31.92,0.68,0.0,11610162062.22,4.96,0.0,8.15,-1.0,11613559011.56,3202649429.33,620.0,11.36,6553600.0,0.0,32117.0,322.03,123692.0,0.01,18.8,0.0,10754044359.11,0.0,0.0,0.0,0.199,889.59,58.82
1648550100,20.6,4.82,19.48,452.88,10.52,1617957.33,0.0,49.5,12832.0,384.0,6986.0,0.0,0.0,4.7,0.0,0.0,0.02,21.75,6.41,5538626560.0,99.18,0.0,11.0,91.5,-1.0,115.16,1.17,4.98,31.72,0.52,0.0,4081423360.0,5.0,0.0,8.05,-1.0,4083040938.67,1470453589.33,616.0,8.72,6553600.0,0.0,32117.0,280.19,125306.0,0.01,18.26,0.0,4047037781.33,0.0,0.0,1.17,0.196,1118.47,154.93
1648533720,14.06,4.77,28.01,7257.82,5.99,2379813.29,0.0,49.8,12800.0,407.5,7169.0,0.0,0.0,9.37,0.0,0.0,14.9,22.32,6.7,9052543853.71,149.61,0.0,11.0,0.0,-1.0,158.54,1.01,5.28,30.13,0.61,0.0,6996170459.43,4.22,0.0,4.69,-1.0,6998550235.43,2135270692.57,601.0,5.99,6553600.0,0.0,32117.0,448.93,124808.0,0.01,18.79,0.0,6899157284.57,0.0,0.0,0.0,0.195,1580.72,123.28
1648517340,13.72,3.49,19.33,316.0,6.84,1615166.67,0.0,49.6,12672.0,424.0,6831.0,0.0,0.0,4.11,0.0,0.0,0.0,21.27,5.83,5538626560.0,41.39,0.0,10.0,11.5,-1.0,55.6,1.17,3.21,23.65,0.57,0.0,4157884416.0,3.61,0.0,5.61,-1.0,4159499605.33,1490094592.0,592.0,6.69,6553600.0,0.0,32117.0,223.59,124126.0,0.01,17.76,0.0,4027396778.67,0.0,0.0,0.87,0.193,456.03,57.9
1648500960,3.83,1.55,19.43,312.05,3.72,1613782.0,0.0,49.95,12640.0,310.5,6751.0,0.0,0.0,4.22,0.0,0.0,0.0,21.02,5.13,5538626560.0,38.6,0.0,10.0,0.0,5628.0,52.61,1.17,1.33,13.19,0.81,0.0,4191838890.67,1.78,0.0,2.15,25365.0,4193452714.67,1497790464.0,579.0,3.72,6553600.0,0.0,32117.0,222.63,124092.0,0.01,17.52,0.0,4019700736.0,0.0,0.0,0.0,0.193,413.98,46.33
1648484580,0.06,1.36,27.98,397.78,0.0,2372227.71,0.0,1.95,12800.0,0.0,8328.0,0.0,0.0,10.64,0.0,0.0,0.0,25.93,4.19,9052543853.71,79.0,0.0,10.0,30.0,-1.0,68.52,1.01,1.73,14.88,0.32,0.0,7124214930.29,1.24,0.0,0.17,-1.0,7126587099.43,2166789412.57,585.0,2.93,6553600.0,0.0,32117.0,241.68,0.0,0.01,22.4,0.0,6867638564.57,0.0,0.0,2.93,0.195,632.2,48.47
1648558320,19.79,4.66,28.11,497.6,10.54,2380174.86,0.0,50.0,12800.0,367.5,7487.0,0.0,0.0,4.37,0.0,0.0,0.0,23.31,5.77,9052543853.71,120.59,0.0,11.0,0.0,-1.0,111.94,1.01,4.63,29.92,0.68,0.0,6954411739.43,4.75,0.0,7.57,-1.0,6956791515.43,2124434870.86,616.0,10.54,6553600.0,0.0,32117.0,275.5,124202.0,0.01,19.84,0.0,6909993545.14,0.0,0.0,0.0,0.195,1115.0,123.6
1648541940,14.04,3.73,19.43,428.69,6.26,1617747.5,0.0,50.0,12832.0,431.0,7073.0,0.0,0.0,4.41,0.0,0.0,0.0,22.02,6.16,5538626560.0,90.8,0.0,11.0,0.0,-1.0,106.47,1.17,3.85,24.61,0.58,0.0,4089479168.0,3.89,0.0,5.18,-1.0,4091096746.67,1472707584.0,609.0,6.26,6553600.0,0.0,32117.0,267.0,124320.0,0.01,18.54,0.0,4044783616.0,0.0,0.0,0.0,0.196,1030.75,138.59
1648525560,13.96,4.08,19.41,499.49,5.62,1616957.5,0.0,49.9,12736.0,440.5,6956.0,0.0,0.0,4.6,0.0,0.0,0.1,21.66,6.0,5538626560.0,93.59,0.0,10.0,0.0,5834.0,102.45,1.17,4.15,24.56,0.56,0.0,4083080192.0,4.06,0.0,4.74,25161.0,4084697088.0,1471286101.33,594.0,5.62,6553600.0,0.0,32117.0,382.21,124208.0,0.01,18.16,0.0,4046205269.33,0.0,0.0,0.0,0.194,959.89,131.43
1648509180,16.17,4.59,19.44,322.77,12.48,1614067.17,0.0,49.65,12704.0,300.0,6844.0,0.0,0.0,3.49,0.0,0.0,0.0,21.31,5.04,5538626560.0,40.48,0.0,10.0,49.0,-1.0,54.48,1.17,4.85,24.7,0.71,0.0,4182601728.0,5.04,0.0,7.39,-1.0,4184215893.33,1495475712.0,583.0,10.82,6553600.0,0.0,32117.0,231.93,124870.0,0.01,17.77,0.0,4022015658.67,0.0,0.0,0.67,0.194,418.98,48.74
1648492800,10.13,1.93,19.48,315.22,8.17,1613601.67,0.0,49.75,12736.0,299.0,6930.0,0.0,0.0,3.68,0.0,0.0,0.02,21.58,4.97,5538626560.0,39.52,0.0,10.0,14.0,-1.0,52.86,1.17,2.3,18.78,0.8,0.0,4198181888.0,1.75,0.0,4.76,-1.0,4199795370.67,1499034282.67,573.0,7.84,6553600.0,0.0,32117.0,227.58,123890.0,0.01,17.52,0.0,4018456917.33,0.0,0.0,0.82,0.194,431.4,47.33
1648566540,19.94,4.93,34.15,579.6,10.62,2952398.0,0.0,49.7,12928.0,385.0,7131.0,0.0,0.0,4.3,0.0,0.0,0.02,22.2,5.68,11884590080.0,112.96,0.0,17.0,0.0,-1.0,82.77,0.89,4.58,29.93,0.64,0.0,9802201088.0,4.92,0.0,7.98,-1.0,9805152256.0,2788166912.0,620.0,10.62,6553600.0,0.0,32117.0,236.15,123824.0,0.01,18.74,0.0,9080571904.0,0.0,0.0,0.0,0.197,773.3,48.3
1648550160,20.0,4.76,19.48,341.95,10.32,1617917.67,0.0,50.1,12704.0,443.0,6831.0,0.0,0.0,3.79,0.0,0.22,0.73,21.27,5.42,5538626560.0,47.38,0.0,11.0,0.0,5706.0,61.75,1.17,4.65,29.21,0.56,0.0,4081491968.0,4.96,0.0,8.93,25285.0,4083109888.0,1470471850.67,616.0,10.32,6553600.0,0.0,32117.0,237.12,124514.0,0.01,17.76,0.0,4047019349.33,0.0,0.0,0.0,0.194,506.27,58.62
