timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda1,container_fs_reads./dev/vda,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.running,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.container.pgmajfault,container_memory_failures.container.pgfault,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648649400,0.026278496,0.0,0.0,0.44452667,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648649500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,69.0,49.503906,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.03855794,0.0,0.0,317.0,0.0
1648649460,0.025298595,0.0,0.0,0.3050084,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648649500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,77.5,49.50586,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.042687554,0.0,0.0,296.5,0.01
1648649520,0.021312237,0.0,0.0,0.15975332,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648649600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,65.0,49.507812,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.037844896,0.0,0.0,234.0,0.005
1648649580,0.02720499,0.0,0.0,0.3771286,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648649600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,87.0,49.507812,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.048068002,0.0,0.0,325.0,0.005
1648649640,0.020166397,0.0,0.0,0.2294159,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648649700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,78.0,49.507812,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.04348353,0.0,0.0,240.5,0.01
1648649700,0.027391434,0.0,0.0,0.37607765,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648649700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,40000.0,10.0,69.5,49.507812,0.0,0.0,120.34766,4.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,209.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.036911637,0.0,0.0,328.5,0.005
1648649760,0.021769047,0.0,0.0,0.22916412,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648649900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,9.5,82.0,49.507812,0.0,0.0,120.34766,3.5,1025.0,0.0,0.0,604630.75,1025.0039,15.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.042314526,0.0,0.0,256.0,0.005
1648649820,0.025601387,0.0,0.0,0.37383032,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648649900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,74.5,49.507812,0.0,0.0,120.34766,4.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,191.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.037940588,0.0,0.0,305.0,0.005
1648649880,0.024383545,0.0,0.0,0.303483,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.5,79.5,49.507812,0.0,0.0,120.34766,4.5,1025.0,0.0,0.0,604630.75,1025.0039,15.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.045040175,0.0,0.0,292.0,0.005
1648649940,0.026047707,0.0,0.0,0.3072605,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,82.5,49.509766,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.04520749,0.0,0.0,301.5,0.01
1648650000,0.024252892,0.0,0.0,0.2339201,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,91.0,49.51172,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,179.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.049715213,0.0,0.0,283.5,0.0
1648650060,0.027272701,0.0,0.0,0.37688637,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,76.5,49.51172,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.038201336,0.0,0.0,315.5,0.005
1648650120,0.604167,0.0,0.0,0.34008121,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,75.0,49.51172,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,320.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.03987623,0.0,0.0,435.0,0.01
1648650180,0.022561073,0.0,0.0,0.30165625,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,70.5,49.51172,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.039249837,0.0,0.0,268.0,0.005
1648650240,0.025658607,0.0,0.0,0.3061762,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,79.0,49.51172,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.045577355,0.0,0.0,302.5,0.005
1648650300,0.021301746,0.0,0.0,0.23017359,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,89.5,49.51172,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,169.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.04973836,0.0,0.0,254.0,0.005
1648650360,0.02506113,0.0,0.0,0.37473392,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,72.0,49.51172,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.041097324,0.0,0.0,299.5,0.005
1648650420,0.023890495,0.0,0.0,0.30299854,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,85.5,49.51172,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,182.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.04420051,0.0,0.0,294.5,0.005
1648650480,0.026881218,0.0,0.0,0.30471563,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,40000.0,11.0,67.0,49.51172,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,199.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.03684521,0.0,0.0,309.5,0.0
1648650540,0.021767616,0.0,0.0,0.23057795,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,76.5,49.51367,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,164.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.047483694,0.0,0.0,254.5,0.01
1648650600,0.028896809,0.0,0.0,0.38318157,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,85.0,49.515625,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,207.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.049245745,0.0,0.0,322.0,0.005
1648650660,0.024867058,0.0,0.0,0.30798626,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,82.0,49.515625,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.043040615,0.0,0.0,290.5,0.005
1648650720,0.026607037,0.0,0.0,0.3067851,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,65.5,49.515625,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,201.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.039647758,0.0,0.0,313.5,0.01
1648650780,0.025409222,0.0,0.0,0.30362892,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,87.0,49.515625,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.04682395,0.0,0.0,296.5,0.0
1648650840,0.025722504,0.0,0.0,0.23436832,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,72.0,49.515625,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,194.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.04007926,0.0,0.0,293.0,0.0
1648650900,0.027400017,0.0,0.0,0.44724607,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648650900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,84.5,49.515625,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,209.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.046625525,0.0,0.0,334.5,0.005
1648650960,0.02107668,0.0,0.0,0.23058176,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648651000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,79.5,49.515625,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.041765373,0.0,0.0,248.0,0.01
1648651020,0.024047852,0.0,0.0,0.30257607,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648651000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,77.0,49.515625,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.044606555,0.0,0.0,292.0,0.005
1648651080,0.023635387,0.0,0.0,0.30401182,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648651100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,11.0,80.0,49.51758,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,181.5,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.040336713,0.0,0.0,276.5,0.005
1648651140,0.024276257,0.0,0.0,0.3030219,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648651100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,11.0,65.0,49.51953,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.039074056,0.0,0.0,296.5,0.005
1648651200,0.023067951,0.0,0.0,0.30292416,0.0,0.0,133.21094,37756930.0,0.0,1048576.0,1648651300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,11.0,79.5,49.51953,0.0,0.0,120.34766,5.0,1025.0,0.0,0.0,604630.75,1025.0039,15.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,675840.0,1025.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144300.0,65941504.0,0.04246707,0.0,0.0,276.5,0.015
