timestamp,system.io.util,system.swap.so,system.io.r_await,system.io.r_s,system.net.packets_out.error,system.fs.inodes.free,system.swap.total,system.swap.si,system.net.tcp.in_segs,system.load.1,system.swap.free,system.net.udp.out_datagrams,system.net.udp.snd_buf_errors,system.io.rkb_s,system.io.w_s,system.fs.inodes.total,system.mem.used,system.os.nofile.current,system.fs.inodes.in_use,system.load.5,system.process.zombie.num,system.cpu.user,system.io.svctm,system.tcp.retrans_pct,system.swap.used,system.disk.pct_usage,system.net.udp.in_errors,system.net.tcp.out_segs,system.io.avg_q_sz,system.net.udp.in_datagrams,system.io.w_await,system.os.nofile.max,system.udp.connect.num,system.disk.used,system.net.udp.rcv_buf_errors,system.mem.real.used,system.mem.pct_usage,system.swap.used_pct,system.fs.inodes.used,system.os.nofile.used_pct,system.load.15,system.mem.total,system.net.packets_in.count,system.disk.free,system.mem.real.pct_useage,system.disk.total,system.cpu.iowait,system.cpu.system,system.io.await,system.disk.readonly,system.net.packets_in.error,system.net.packets_out.count,system.mem.usable,system.cpu.pct_usage,system.net.tcp.retrans_segs
1648771140,4.6,0.0,0.0,0.0,0.0,4422129322.67,0.0,0.0,219.33,11.11,0.0,43.52,0.0,0.0,82.0,4423757482.67,6787.0,12672.0,1.17,4.2,744.0,6.87,0.28,0.01,0.0,21.16,0.0,308.73,0.23,409.35,1.68,6553600.0,10.0,4147578538.67,0.0,-1.0,21.13,0.0,1628560.17,0.193,4.46,32117.0,38.16,1544675328.0,17.62,5713389226.67,0.08,3.99,1.68,0.0,0.0,52.72,-1.0,10.94,0.0
1648754760,49.65,0.0,10.69,372.5,0.0,4436199765.33,0.0,0.0,221.12,6.91,0.0,51.27,0.0,124666.0,34.0,4437827925.33,7087.0,12736.0,1.17,13.13,723.0,5.88,0.61,0.01,0.0,21.14,0.0,313.88,7.91,438.85,2.05,6553600.0,11.0,4143977130.67,0.0,5898.0,22.07,0.0,1628235.17,0.194,12.5,32117.0,42.23,1548276906.67,18.36,5713389226.67,20.34,3.81,9.98,0.0,0.0,56.73,25030.0,30.03,0.02
1648828500,49.45,0.0,12.77,301.0,0.0,7221080649.14,0.0,0.0,229.92,4.88,0.0,47.18,0.0,123876.0,0.0,7223486171.43,7154.0,12960.0,1.01,4.66,847.0,6.23,0.82,0.01,0.0,29.55,0.0,383.65,7.55,1569.95,0.0,6553600.0,12.0,7151594349.71,0.0,-1.0,22.27,0.0,2404953.14,0.198,4.37,32117.0,286.15,2182426624.0,18.79,9352136996.57,16.67,5.75,12.77,0.0,0.0,142.16,-1.0,28.65,0.02
1648812120,49.95,0.0,8.44,293.0,0.0,4293082794.67,0.0,0.0,270.8,3.49,0.0,147.23,0.0,124160.0,0.0,4294715392.0,7024.0,12800.0,1.17,3.4,823.0,4.16,0.85,0.01,0.0,21.08,0.0,453.15,4.8,1060.95,0.0,6553600.0,10.0,4178758656.0,0.0,-1.0,21.87,0.0,1632401.17,0.195,3.23,32117.0,98.9,1513495381.33,18.36,5713389226.67,11.21,3.84,8.44,0.0,0.0,116.09,-1.0,19.21,0.02
1648795740,0.0,0.0,0.0,0.0,0.0,4308953088.0,0.0,0.0,262.22,0.74,0.0,131.07,0.0,0.0,0.0,4310585344.0,6867.0,12736.0,1.17,1.65,788.0,3.85,0.0,0.01,0.0,20.97,0.0,418.0,0.0,951.18,0.0,6553600.0,10.0,4174161237.33,0.0,-1.0,21.38,0.0,1631859.83,0.194,1.49,32117.0,85.49,1518092629.33,17.87,5713389226.67,0.02,2.74,0.0,0.0,0.0,102.15,-1.0,6.61,0.02
1648779360,0.0,0.0,0.0,0.0,0.0,4373606058.67,0.0,0.0,242.58,0.26,0.0,97.97,0.0,0.0,0.0,4375235925.33,6848.0,12736.0,1.17,0.97,761.0,2.73,0.0,0.01,0.0,20.99,0.0,375.33,0.0,740.05,0.0,6553600.0,10.0,4158422357.33,0.0,5693.0,21.32,0.0,1630139.0,0.194,1.2,32117.0,66.4,1533831680.0,17.72,5713389226.67,0.02,2.37,0.0,0.0,0.0,82.5,25267.0,5.11,0.0
1648762980,49.7,0.0,10.43,385.5,0.0,4428886698.67,0.0,0.0,223.73,5.13,0.0,51.78,0.0,125136.0,17.5,4430514858.67,7084.0,12704.0,1.17,9.9,739.0,6.11,0.62,0.01,0.0,21.46,0.0,311.37,7.99,441.08,4.0,6553600.0,15.0,4147691178.67,0.0,-1.0,22.06,0.0,1628373.67,0.194,12.02,32117.0,41.09,1544562858.67,18.5,5713389226.67,19.2,3.85,10.15,0.0,0.0,56.04,-1.0,29.16,0.02
1648746600,49.45,0.0,10.59,377.5,0.0,7582600045.71,0.0,0.0,220.55,5.39,0.0,48.38,0.0,124508.0,127.0,7584996790.86,7053.0,12864.0,1.01,5.88,741.0,7.17,0.49,0.01,0.0,28.36,0.0,370.22,7.91,614.95,0.71,6553600.0,10.0,7055853860.57,0.0,-1.0,21.96,0.0,2397092.0,0.196,6.19,32117.0,78.17,2278167259.43,18.37,9352136996.57,19.2,5.39,8.1,0.0,0.0,68.55,-1.0,31.76,0.0
1648820340,49.8,0.0,12.94,299.0,0.0,9398900736.0,0.0,0.0,268.53,3.82,0.0,76.5,0.0,124024.0,0.0,9401884672.0,6967.0,12992.0,0.89,4.0,835.0,3.22,0.83,0.01,0.0,35.88,0.0,495.67,7.59,976.6,0.0,6553600.0,16.0,9385573376.0,0.0,-1.0,21.69,0.0,2983514.5,0.198,4.28,32117.0,128.23,2679773184.0,18.2,12081198080.0,16.92,3.94,12.94,0.0,0.0,98.57,-1.0,24.08,0.0
1648803960,0.55,0.0,0.0,0.0,0.0,7360317147.43,0.0,0.0,552.9,1.1,0.0,146.92,0.0,0.0,13.5,7362720914.29,12518.0,12896.0,1.01,1.46,806.0,10.41,0.2,0.01,0.0,29.34,0.0,9449.93,0.02,1124.93,1.03,6553600.0,10.0,7116182089.14,0.0,11336.0,38.98,0.0,2404009.14,0.197,1.33,32117.0,106.29,2217838738.29,35.43,9352136996.57,1.26,3.33,1.03,0.0,0.0,120.98,19642.0,15.0,3.5
1648787580,0.0,0.0,0.0,0.0,0.0,4330357077.33,0.0,0.0,260.92,1.13,0.0,128.72,0.0,0.0,0.0,4331988992.0,6724.0,12736.0,1.17,1.15,762.0,4.1,0.0,0.01,0.0,20.98,0.0,425.17,0.0,961.18,0.0,6553600.0,11.0,4168993792.0,0.0,-1.0,20.94,0.0,1631728.67,0.194,1.09,32117.0,88.17,1523260074.67,17.44,5713389226.67,0.02,2.89,0.0,0.0,0.0,104.82,-1.0,7.02,0.02
1648771200,5.2,0.0,0.0,0.0,0.0,7552606208.0,0.0,0.0,212.81,8.89,0.0,50.73,0.0,0.0,145.0,7555004123.43,6861.0,12736.0,1.01,5.3,744.0,6.63,0.18,0.01,0.0,29.31,0.0,298.0,0.25,432.41,1.11,6553600.0,10.0,7068844032.0,0.0,-1.0,21.36,0.0,2398276.0,0.194,4.85,32117.0,40.94,2265177234.29,17.83,9352136996.57,1.8,2.52,1.11,0.0,0.0,55.38,-1.0,10.95,0.03
1648754820,49.7,0.0,11.98,393.0,0.0,4436142080.0,0.0,0.0,223.97,5.39,0.0,52.32,0.0,123236.0,25.5,4437770240.0,7080.0,12672.0,1.17,11.55,723.0,6.11,0.6,0.01,0.0,21.21,0.0,314.83,9.41,440.68,3.73,6553600.0,15.0,4144411648.0,0.0,-1.0,22.04,0.0,1628244.5,0.193,11.99,32117.0,39.8,1547842560.0,18.34,5713389226.67,19.5,3.68,11.48,0.0,0.0,54.65,-1.0,29.29,0.0
1648828560,49.6,0.0,12.35,296.0,0.0,7220843666.29,0.0,0.0,224.63,4.39,0.0,54.08,0.0,124656.0,63.5,7223249188.57,7157.0,12992.0,1.01,4.58,847.0,4.86,0.69,0.01,0.0,29.55,0.0,351.92,7.25,1545.64,1.03,6553600.0,12.0,7151679195.43,0.0,6032.0,22.28,0.0,2404974.29,0.198,4.36,32117.0,286.87,2182341924.57,18.8,9352136996.57,15.29,3.82,10.35,0.0,0.0,140.49,24966.0,23.96,0.0
1648812180,49.9,0.0,8.52,297.0,0.0,4292758186.67,0.0,0.0,271.03,3.15,0.0,162.13,0.0,124160.0,0.0,4294390784.0,7019.0,12768.0,1.17,3.35,823.0,4.19,0.84,0.01,0.0,21.08,0.0,452.92,4.92,1129.07,0.0,6553600.0,10.0,4178837162.67,0.0,-1.0,21.85,0.0,1632392.0,0.195,3.23,32117.0,102.78,1513416704.0,18.34,5713389226.67,11.39,4.04,8.52,0.0,0.0,119.78,-1.0,19.61,0.03
1648795800,0.0,0.0,0.0,0.0,0.0,4308657834.67,0.0,0.0,251.1,0.54,0.0,119.2,0.0,0.0,0.0,4310290090.67,6863.0,12736.0,1.17,1.43,788.0,3.97,0.0,0.01,0.0,20.97,0.0,400.38,0.0,878.03,0.0,6553600.0,11.0,4174239061.33,0.0,-1.0,21.37,0.0,1631871.33,0.194,1.43,32117.0,81.36,1518015146.67,17.86,5713389226.67,0.04,3.07,0.0,0.0,0.0,97.7,-1.0,7.09,0.02
1648779420,0.0,0.0,0.0,0.0,0.0,4363011413.33,0.0,0.0,267.43,0.89,0.0,98.35,0.0,0.0,0.0,4364641280.0,6847.0,12736.0,1.17,1.04,761.0,3.22,0.0,0.01,0.0,20.99,0.0,372.88,0.0,744.4,0.0,6553600.0,10.0,4161072469.33,0.0,-1.0,21.32,0.0,1630152.0,0.194,1.2,32117.0,66.89,1531181568.0,17.72,5713389226.67,5.96,2.86,0.0,0.0,0.0,81.92,-1.0,12.04,0.03
1648763040,49.95,0.0,10.9,388.5,0.0,4428860416.0,0.0,0.0,221.78,4.68,0.0,46.6,0.0,124444.0,0.0,4430488576.0,7084.0,12704.0,1.17,8.92,738.0,6.63,0.64,0.01,0.0,21.53,0.0,311.4,8.26,418.07,0.0,6553600.0,15.0,4148101120.0,0.0,-1.0,22.06,0.0,1628381.67,0.194,11.55,32117.0,38.85,1544152917.33,18.51,5713389226.67,19.41,3.95,10.9,0.0,0.0,53.51,-1.0,29.99,0.0
1648746660,49.65,0.0,11.47,351.0,0.0,7582461366.86,0.0,0.0,226.08,11.4,0.0,48.85,0.0,124032.0,0.0,7584858112.0,7050.0,12864.0,1.01,7.34,741.0,7.32,0.7,0.01,0.0,28.36,0.0,379.73,7.87,615.12,0.0,6553600.0,10.0,7055894820.57,0.0,5898.0,21.95,0.0,2397074.57,0.196,6.66,32117.0,79.81,2278126153.14,18.36,9352136996.57,19.73,5.28,11.47,0.0,0.0,70.56,25067.0,32.32,0.0
1648820400,49.9,0.0,12.14,302.0,0.0,9397018624.0,0.0,0.0,242.42,3.64,0.0,87.78,0.0,124012.0,0.0,9400002560.0,6949.0,12992.0,0.89,3.93,835.0,4.77,0.82,0.01,0.0,35.88,0.0,464.57,7.18,1075.05,0.0,6553600.0,10.0,9386044416.0,0.0,-1.0,21.64,0.0,2983526.5,0.198,4.24,32117.0,133.42,2679302400.0,18.14,12081198080.0,17.02,5.72,12.14,0.0,0.0,105.58,-1.0,27.5,0.03
1648804020,0.0,0.0,0.0,0.0,0.0,7358482139.43,0.0,0.0,495.73,2.54,0.0,142.52,0.0,0.0,0.0,7360885906.29,7017.0,12800.0,1.01,1.75,806.0,6.63,0.0,0.01,0.0,29.33,0.0,8803.77,0.0,1066.12,0.0,6553600.0,10.0,7116575305.14,0.0,-1.0,21.85,0.0,2404068.29,0.195,1.44,32117.0,99.13,2217445814.86,18.3,9352136996.57,0.06,3.52,0.0,0.0,0.0,114.41,-1.0,10.22,0.02
1648787640,0.0,0.0,0.0,0.0,0.0,4330411008.0,0.0,0.0,259.85,0.62,0.0,137.51,0.0,0.0,0.0,4332042922.67,6728.0,12768.0,1.17,1.0,762.0,3.76,0.0,0.01,0.0,20.98,0.0,422.63,0.0,973.46,0.0,6553600.0,10.0,4168984576.0,0.0,-1.0,20.95,0.0,1631689.33,0.195,1.04,32117.0,86.98,1523269290.67,17.45,5713389226.67,0.02,2.77,0.0,0.0,0.0,103.62,-1.0,6.56,0.03
1648771260,3.75,0.0,0.0,0.0,0.0,7551795200.0,0.0,0.0,336.12,4.47,0.0,47.87,0.0,0.0,129.0,7554193700.57,7339.0,12704.0,1.01,4.67,744.0,9.95,0.14,0.01,0.0,29.37,0.0,4052.23,0.97,934.97,4.07,6553600.0,10.0,7069429760.0,0.0,5895.0,22.85,0.0,2398323.14,0.194,4.66,32117.0,78.79,2264591360.0,19.34,9352136996.57,0.31,3.09,4.07,0.0,0.0,87.9,25093.0,13.35,0.1
1648754880,49.45,0.0,10.32,412.0,0.0,4436030122.67,0.0,0.0,220.88,4.83,0.0,53.53,0.0,124322.0,0.0,4437658282.67,7080.0,12800.0,1.17,10.2,723.0,6.39,0.6,0.01,0.0,21.28,0.0,314.45,8.31,453.4,0.0,6553600.0,15.0,4144846506.67,0.0,-1.0,22.04,0.0,1628240.67,0.195,11.49,32117.0,42.98,1547407530.67,18.34,5713389226.67,19.17,3.97,10.32,0.0,0.0,57.97,-1.0,29.53,0.0
1648828620,49.6,0.0,12.49,296.5,0.0,7221117513.14,0.0,0.0,225.4,4.22,0.0,51.23,0.0,124024.0,69.5,7223523035.43,7149.0,12928.0,1.01,4.52,847.0,4.61,0.68,0.01,0.0,29.56,0.0,418.18,7.39,1349.98,1.12,6553600.0,12.0,7151624777.14,0.0,-1.0,22.26,0.0,2404951.14,0.197,4.35,32117.0,244.65,2182396635.43,18.77,9352136996.57,14.24,3.86,10.34,0.0,0.0,125.93,-1.0,22.7,0.02
1648812240,50.1,0.0,8.48,287.5,0.0,4292775936.0,0.0,0.0,335.53,4.69,0.0,158.43,0.0,124664.0,0.0,4294408533.33,7071.0,12736.0,1.17,3.73,818.0,8.91,0.87,0.01,0.0,21.25,0.0,509.15,4.74,1112.0,0.0,6553600.0,11.0,4179842389.33,0.0,-1.0,22.02,0.0,1632391.33,0.194,3.37,32117.0,101.02,1512411477.33,18.51,5713389226.67,17.81,7.14,8.48,0.0,0.0,117.68,-1.0,33.86,0.0
1648795860,0.55,0.0,0.0,0.0,0.0,4308644181.33,0.0,0.0,261.53,0.4,0.0,132.72,0.0,0.0,15.0,4310276096.0,6864.0,12800.0,1.17,1.23,788.0,4.0,0.19,0.01,0.0,20.97,0.0,416.18,0.02,953.63,1.01,6553600.0,11.0,4174246570.67,0.0,5734.0,21.37,0.0,1631874.33,0.195,1.35,32117.0,85.8,1518007637.33,17.86,5713389226.67,1.02,2.95,1.01,0.0,0.0,102.43,25254.0,7.96,0.0
1648779480,0.2,0.0,0.0,0.0,0.0,4352703488.0,0.0,0.0,251.41,0.84,0.0,95.07,0.0,0.0,11.0,4354333354.67,6843.0,12736.0,1.17,1.0,761.0,3.28,0.09,0.01,0.0,21.0,0.0,391.89,0.01,742.62,0.59,6553600.0,10.0,4163651925.33,0.0,-1.0,21.31,0.0,1630139.83,0.194,1.18,32117.0,70.36,1528602112.0,17.7,5713389226.67,2.64,2.73,0.59,0.0,0.0,86.34,-1.0,8.65,0.0
1648763100,-1.0,-1.0,-1.0,-1.0,-1.0,4428708522.67,-1.0,-1.0,-1.0,27.87,-1.0,-1.0,-1.0,-1.0,-1.0,4430337024.0,7054.0,12800.0,1.17,14.02,-1.0,-1.0,-1.0,0.01,-1.0,21.29,-1.0,-1.0,-1.0,-1.0,-1.0,6553600.0,-1.0,4146692437.33,-1.0,-1.0,21.96,-1.0,1628371.17,0.195,13.09,32117.0,-1.0,1545561429.33,18.41,5713389226.67,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1648746720,49.6,0.0,10.97,423.0,0.0,7582157677.71,0.0,0.0,219.26,8.19,0.0,51.93,0.0,124646.0,0.0,7584554422.86,7046.0,12928.0,1.01,7.14,741.0,7.49,0.58,0.01,0.0,28.36,0.0,372.85,9.06,633.13,0.0,6553600.0,10.0,7055969718.86,0.0,-1.0,21.94,0.0,2397091.43,0.197,6.63,32117.0,80.64,2278051254.86,18.36,9352136996.57,20.2,5.56,10.97,0.0,0.0,71.58,-1.0,33.25,0.02
1648820460,49.95,0.0,12.9,296.0,0.0,9396495360.0,0.0,0.0,248.32,3.79,0.0,72.15,0.0,124672.0,0.0,9399479296.0,6945.0,12960.0,0.89,3.93,835.0,2.96,0.85,0.01,0.0,35.88,0.0,463.64,7.49,943.63,0.0,6553600.0,10.0,9386179584.0,0.0,5832.0,21.62,0.0,2983537.5,0.198,4.22,32117.0,123.49,2679166720.0,18.13,12081198080.0,17.42,3.58,12.9,0.0,0.0,96.58,25163.0,23.96,1.56
1648804080,0.0,0.0,0.0,0.0,0.0,4309078698.67,0.0,0.0,367.49,2.18,0.0,160.69,0.0,0.0,0.0,4310710954.67,7003.0,12768.0,1.17,1.75,806.0,7.73,0.0,0.01,0.0,20.98,0.0,3414.7,0.0,1205.44,0.0,6553600.0,11.0,4174192981.33,0.0,-1.0,21.8,0.0,1632250.33,0.195,1.45,32117.0,112.32,1518060885.33,18.28,5713389226.67,0.17,3.9,0.0,0.0,0.0,127.84,-1.0,11.8,0.02
1648787700,0.0,0.0,0.0,0.0,0.0,4330765994.67,0.0,0.0,293.67,0.83,0.0,130.78,0.0,0.0,0.0,4332397909.33,6728.0,12736.0,1.17,1.01,762.0,3.83,0.0,0.01,0.0,20.97,0.0,456.95,0.0,958.6,0.0,6553600.0,10.0,4168859306.67,0.0,-1.0,20.95,0.0,1631674.33,0.194,1.04,32117.0,88.0,1523394560.0,17.45,5713389226.67,0.04,2.85,0.0,0.0,0.0,104.55,-1.0,6.72,0.0
1648771320,2.65,0.0,0.0,0.0,0.0,7550256274.29,0.0,0.0,366.59,2.34,0.0,48.7,0.0,0.0,73.0,7552654774.86,7360.0,12704.0,1.01,4.04,744.0,9.76,0.18,0.01,0.0,29.43,0.0,6254.61,0.23,1054.62,1.83,6553600.0,10.0,7070188105.14,0.0,-1.0,22.92,0.0,2398330.0,0.194,4.44,32117.0,106.24,2263833307.43,19.39,9352136996.57,1.13,3.11,1.83,0.0,0.0,113.78,-1.0,14.0,0.02
1648754940,49.4,0.0,11.81,343.5,0.0,4435832490.67,0.0,0.0,223.67,4.73,0.0,49.25,0.0,123572.0,0.0,4437460650.67,7085.0,12672.0,1.17,9.19,723.0,6.22,0.72,0.01,0.0,21.34,0.0,315.18,7.93,432.38,0.0,6553600.0,15.0,4145287509.33,0.0,-1.0,22.06,0.0,1628244.17,0.193,11.06,32117.0,41.72,1546966357.33,18.35,5713389226.67,20.72,3.73,11.81,0.0,0.0,56.36,-1.0,30.67,0.0
1648828680,49.9,0.0,12.61,294.5,0.0,7220968886.86,0.0,0.0,216.57,7.19,0.0,52.07,0.0,124168.0,0.0,7223373824.0,7152.0,12928.0,1.01,5.18,847.0,5.12,0.85,0.01,0.0,29.56,0.0,367.74,7.28,1238.74,0.0,6553600.0,12.0,7151673929.14,0.0,-1.0,22.27,0.0,2404954.0,0.197,4.58,32117.0,214.5,2182346898.29,18.78,9352136996.57,16.16,4.11,12.61,0.0,0.0,117.94,-1.0,25.4,0.03
1648812300,50.15,0.0,20.57,294.5,0.0,4294177792.0,0.0,0.0,296.86,5.62,0.0,166.1,0.0,124554.0,0.0,4295810389.33,7063.0,12800.0,1.17,4.18,818.0,4.52,0.85,0.01,0.0,21.25,0.0,492.83,11.97,1153.47,0.0,6553600.0,10.0,4179497642.67,0.0,-1.0,21.99,0.0,1632362.0,0.195,3.54,32117.0,105.17,1512756394.67,18.49,5713389226.67,24.01,4.38,20.57,0.0,0.0,122.59,-1.0,32.91,0.03
1648795920,0.0,0.0,0.0,0.0,0.0,4320489813.33,0.0,0.0,256.14,0.46,0.0,127.15,0.0,0.0,0.0,4322121728.0,6870.0,12736.0,1.17,1.11,788.0,4.11,0.0,0.01,0.0,20.96,0.0,415.07,0.0,921.92,0.0,6553600.0,10.0,4171288917.33,0.0,-1.0,21.39,0.0,1631861.33,0.194,1.31,32117.0,82.64,1520965290.67,17.88,5713389226.67,1.55,3.03,0.0,0.0,0.0,99.41,-1.0,8.69,0.0
