timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.stopped,container_tasks_state.iowaiting,container_tasks_state.running,container_tasks_state.uninterruptible,container_tasks_state.sleeping,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda,container_fs_writes./dev/vda1,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.container.pgmajfault,container_memory_failures.container.pgfault,container_memory_failures.hierarchy.pgfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648523580,0.03306532,0.0,0.0,1.3505516,0.0,0.0,210.8164,128241660.0,0.0,1048576.0,1648523600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,30000.0,92.0,121.5,23.722656,0.0,0.0,157.3086,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.21653077,0.0,0.0,397.0,0.03
1648523640,0.035167217,0.0,0.0,1.3547058,0.0,0.0,210.8164,128241660.0,0.0,1048576.0,1648523600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,30000.0,92.0,109.0,23.722656,0.0,0.0,157.3086,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,82.5,82.5,204.0,0.0,1648517000.0,80211970.0,0.20799047,0.0,0.0,423.0,0.02
1648523700,0.03315735,0.0,0.0,1.3500676,0.0,0.0,210.8164,128241660.0,0.0,1048576.0,1648523800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,30000.0,92.0,98.5,23.722656,0.0,0.0,157.3086,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,99.0,99.0,204.0,0.0,1648517000.0,80211970.0,0.19806622,0.0,0.0,404.0,0.02
1648523760,0.036778927,0.0,0.0,1.3616548,0.0,0.0,210.8164,128241660.0,0.0,1048576.0,1648523800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,30000.0,92.0,104.5,23.722656,0.0,0.0,157.3086,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,252.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,82.5,82.5,204.0,0.0,1648517000.0,80211970.0,0.20048921,0.0,0.0,436.0,0.02
1648523820,0.032239914,0.0,0.0,1.3472881,0.0,0.0,210.81836,128241660.0,0.0,1048576.0,1648523900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,30000.0,92.0,117.0,23.722656,0.0,0.0,157.31055,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.23187877,0.0,0.0,387.0,0.03
1648523880,0.033269882,0.0,0.0,1.353487,0.0,0.0,210.82031,128241660.0,0.0,1048576.0,1648523900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,30000.0,92.0,95.0,23.722656,0.0,0.0,157.3125,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,225.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,82.5,82.5,204.0,0.0,1648517000.0,80211970.0,0.17508024,0.0,0.0,398.5,0.025
1648523940,0.03405285,0.0,0.0,1.3509331,0.0,0.0,210.82031,128241660.0,0.0,1048576.0,1648524000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,30000.0,92.0,105.5,23.722656,0.0,0.0,157.3125,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,82.5,82.5,204.0,0.0,1648517000.0,80211970.0,0.19393058,0.0,0.0,412.0,0.02
1648524000,0.6213641,0.0,0.0,1.3769965,0.0,0.0,210.82031,128241660.0,0.0,1048576.0,1648524000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,30000.0,92.0,120.5,23.722656,0.0,0.0,157.3125,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.21440041,0.0,0.0,503.5,0.025
1648524060,0.034612656,0.0,0.0,1.3572273,0.0,0.0,210.82031,128241660.0,0.0,1048576.0,1648524200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.0,30000.0,92.0,91.0,23.722656,0.0,0.0,157.3125,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,236.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.17783865,0.0,0.0,414.5,0.025
1648524120,0.033661366,0.0,0.0,1.3476295,0.0,0.0,210.82031,128241660.0,0.0,1048576.0,1648524200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,30000.0,92.0,83.5,23.722656,0.0,0.0,157.3125,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,225.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.17136182,0.0,0.0,406.0,0.03
1648524180,0.033149242,0.0,0.0,1.3505907,0.0,0.0,210.86523,128309250.0,0.0,1048576.0,1648524200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,30000.0,92.0,116.0,23.722656,0.0,0.0,157.35742,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.5,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.23186803,0.034403868,0.0,399.0,0.025
1648524240,0.035535336,0.0,0.0,1.3576088,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,30000.0,92.0,104.0,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,239.5,0.0,0.0,0.0,0.0,0.0,0.5,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.21320602,0.034403868,0.0,426.5,0.03
1648524300,0.030056953,0.0,0.0,1.3427925,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,30000.0,92.0,124.0,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,181.5,181.5,204.0,0.0,1648517000.0,80211970.0,0.22319204,0.0,0.0,364.5,0.02
1648524360,0.032598495,0.0,0.0,1.3470774,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.0,30000.0,92.0,103.0,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,220.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,115.5,115.5,204.0,0.0,1648517000.0,80211970.0,0.18361992,0.0,0.0,398.5,0.03
1648524420,0.036130905,0.0,0.0,1.357491,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,30000.0,92.0,101.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.18031201,0.0,0.0,435.0,0.025
1648524480,0.03583336,0.0,0.0,1.3472648,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,30000.0,92.0,114.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,220.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.20725828,0.0,0.0,441.0,0.03
1648524540,0.036137104,0.0,0.0,1.3548622,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,30000.0,92.0,90.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,242.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.17138597,0.0,0.0,424.5,0.025
1648524600,0.03914976,0.0,0.0,1.6746507,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,30000.0,92.0,115.0,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.20059513,0.0,0.0,466.5,0.025
1648524660,0.031811714,0.0,0.0,1.3440413,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,30000.0,92.0,103.0,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,82.5,82.5,204.0,0.0,1648517000.0,80211970.0,0.19647163,0.0,0.0,387.5,0.025
1648524720,0.029801846,0.0,0.0,1.0306087,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,30000.0,92.0,99.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,206.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,99.0,99.0,204.0,0.0,1648517000.0,80211970.0,0.18875301,0.0,0.0,351.5,0.025
1648524780,0.038529873,0.0,0.0,1.6806517,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,30000.0,92.0,92.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,49.5,49.5,204.0,0.0,1648517000.0,80211970.0,0.16031484,0.0,0.0,463.5,0.015
1648524840,0.028187752,0.0,0.0,1.0238118,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,30000.0,92.0,102.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,193.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.1954765,0.0,0.0,336.0,0.035
1648524900,0.03388977,0.0,0.0,1.3511744,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648524900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,30000.0,92.0,123.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,233.5,0.0,0.0,0.0,0.0,0.0,0.5,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,49.5,49.5,204.0,0.0,1648517000.0,80211970.0,0.25320387,0.032906894,0.0,405.5,0.025
1648524960,0.032180786,0.0,0.0,1.350049,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648525000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,30000.0,92.0,102.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,219.5,0.0,0.0,0.0,0.0,0.0,0.5,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,148.5,148.5,204.0,0.0,1648517000.0,80211970.0,0.22349787,0.032906894,0.0,385.5,0.02
1648525020,0.03519821,0.0,0.0,1.3575425,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648525000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,30000.0,92.0,86.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,239.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,132.0,132.0,204.0,0.0,1648517000.0,80211970.0,0.16338512,0.0,0.0,423.0,0.02
1648525080,0.03254032,0.0,0.0,1.3474731,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648525000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,30000.0,92.0,120.0,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,66.0,66.0,204.0,0.0,1648517000.0,80211970.0,0.20699345,0.0,0.0,392.0,0.03
1648525140,0.033642292,0.0,0.0,1.3538327,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648525200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,30000.0,92.0,99.0,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,231.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,33.0,33.0,204.0,0.0,1648517000.0,80211970.0,0.18330674,0.0,0.0,404.5,0.03
1648525200,0.031536102,0.0,0.0,1.3439026,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648525200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,30000.0,92.0,105.5,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,148.5,148.5,204.0,0.0,1648517000.0,80211970.0,0.19904853,0.0,0.0,381.0,0.03
1648525260,0.031675816,0.0,0.0,1.346767,0.0,0.0,210.91016,128376830.0,0.0,1048576.0,1648525300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,30000.0,92.0,107.0,23.722656,0.0,0.0,157.40234,5.0,300.0,0.0,0.0,604630.75,261.4336,0.0,215.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17301504.0,300.0,0.0,0.0,99.0,99.0,204.0,0.0,1648517000.0,80211970.0,0.1997889,0.0,0.0,386.5,0.035
