timestamp,container_network_receive_MB.eth0,container_network_transmit_errors.eth0,container_network_receive_packets_dropped.eth0,container_network_transmit_MB.eth0,container_fs_reads./dev/vda,container_fs_reads./dev/vda1,container_memory_usage_MB,container_memory_rss,container_fs_sector_reads./dev/vda1,container_ulimits_soft.max_open_files,container_last_seen,container_fs_writes_MB./dev/vda,container_spec_cpu_period,container_tasks_state.sleeping,container_tasks_state.iowaiting,container_tasks_state.stopped,container_tasks_state.running,container_tasks_state.uninterruptible,container_fs_read_seconds./dev/vda1,container_fs_reads_MB./dev/vda,container_spec_memory_reservation_limit_MB,container_fs_reads_merged./dev/vda1,container_cpu_user_seconds,container_fs_write_seconds./dev/vda1,container_threads_max,container_spec_cpu_quota,container_file_descriptors,container_cpu_cfs_periods,container_fs_usage_MB./dev/vda1,container_fs_writes./dev/vda1,container_fs_writes./dev/vda,container_memory_working_set_MB,container_sockets,container_spec_memory_swap_limit_MB,container_fs_sector_writes./dev/vda1,container_memory_swap,container_fs_limit_MB./dev/vda1,container_memory_max_usage_MB,container_memory_failcnt,container_network_transmit_packets.eth0,container_fs_io_time_seconds./dev/vda1,container_cpu_load_average_10s,container_fs_inodes_free./dev/vda1,container_network_transmit_packets_dropped.eth0,container_fs_writes_merged./dev/vda1,container_cpu_cfs_throttled_periods,container_threads,container_fs_inodes./dev/vda1,container_network_receive_errors.eth0,container_memory_mapped_file,container_spec_memory_limit_MB,container_memory_failures.hierarchy.pgmajfault,container_memory_failures.hierarchy.pgfault,container_memory_failures.container.pgfault,container_memory_failures.container.pgmajfault,container_spec_cpu_shares,container_fs_io_time_weighted_seconds./dev/vda1,container_start_time_seconds,container_memory_cache,container_cpu_usage_seconds,container_cpu_cfs_throttled_seconds,container_fs_io_current./dev/vda1,container_network_receive_packets.eth0,container_cpu_system_seconds
1648523400,0.039110184,0.0,0.0,0.81290627,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,40.0,37.68164,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,241.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.031208204,0.0,0.0,344.0,0.015
1648523460,0.03297043,0.0,0.0,1.0436816,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,55.0,37.69336,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.042881165,0.0,0.0,288.5,0.015
1648523520,0.04236698,0.0,0.0,1.0633574,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,41.5,37.69922,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,266.66666,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.030942103,0.0,0.0,375.33334,0.005
1648523580,0.050271034,0.0,0.0,1.3246512,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666668,0.0,0.0,40000.0,10.0,49.333332,37.714844,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,310.33334,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.035623286,0.0,0.0,435.66666,0.016666668
1648523640,0.040115833,0.0,0.0,1.0640559,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523600.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333334,0.0,0.0,40000.0,10.0,39.666668,37.722656,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.026612809,0.0,0.0,355.5,0.0033333334
1648523700,0.029236317,0.0,0.0,0.30506802,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,50.0,37.73828,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.03326191,0.0,0.0,236.5,0.01
1648523760,0.049160957,0.0,0.0,1.5648855,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,53.0,37.7513,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,313.66666,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.044801615,0.0,0.0,439.33334,0.023333333
1648523820,0.047890186,0.0,0.0,1.3222333,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,40000.0,10.0,62.0,37.76758,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,309.33334,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.044064455,0.0,0.0,430.66666,0.011666667
1648523880,0.049215794,0.0,0.0,1.0788965,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,55.5,37.78125,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,290.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.042841766,0.0,0.0,404.5,0.015
1648523940,0.040801525,0.0,0.0,1.0618682,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648523900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,42.0,37.79297,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,275.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.029173562,0.0,0.0,375.5,0.015
1648524000,0.039687157,0.0,0.0,0.8157563,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648524000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,40000.0,10.0,52.5,37.804688,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,229.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.04078091,0.0,0.0,328.0,0.01
1648524060,0.042924404,0.0,0.0,1.0614638,0.0,0.0,57.148438,13946880.0,0.0,65536.0,1648524000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,52.0,37.81836,0.0,0.0,44.83203,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,261.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.037093755,0.0,0.0,372.0,0.01
1648524120,0.043638706,0.0,0.0,1.3046403,0.0,0.0,57.109375,13946880.0,0.0,65536.0,1648524200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,40000.0,10.0,39.0,37.82422,0.0,0.0,44.79297,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.028295174,0.0,0.0,387.0,0.015
1648524180,0.04589796,0.0,0.0,1.0775084,0.0,0.0,57.065105,13946880.0,0.0,65536.0,1648524200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026666667,0.0,0.0,40000.0,10.0,39.333332,37.839844,0.0,0.0,44.7487,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,283.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.030173322,0.0,0.0,396.0,0.01
1648524240,0.32919455,0.0,0.0,1.0808792,0.0,0.0,56.964844,13946880.0,0.0,65536.0,1648524300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028333334,0.0,0.0,40000.0,10.0,63.666668,37.853516,0.0,0.0,44.648438,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,310.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7434240.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.04595108,0.0,0.0,428.5,0.015
1648524300,0.3254261,0.0,0.0,0.8313656,0.0,0.0,56.964844,13946880.0,0.0,65536.0,1648524300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,40000.0,10.0,50.5,37.865234,0.0,0.0,44.648438,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.03606954,0.0,0.0,386.5,0.01
1648524360,0.040920258,0.0,0.0,1.0615177,0.0,0.0,56.90625,13946880.0,0.0,65536.0,1648524400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,40.5,37.871094,0.0,0.0,44.589844,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,257.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,31019008.0,0.032769162,0.0,0.0,361.0,0.015
1648524420,0.033433437,0.0,0.0,0.56090736,0.0,0.0,56.885418,13946880.0,0.0,65536.0,1648524400.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,51.333332,37.88802,0.0,0.0,44.56901,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,188.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30926166.0,0.03415685,0.0,0.0,276.0,0.0033333334
1648524480,0.038441658,0.0,0.0,1.2998719,0.0,0.0,56.804688,13946880.0,0.0,65536.0,1648524500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,50.666668,37.898438,0.0,0.0,44.48828,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30736384.0,0.038322035,0.0,0.0,345.5,0.016666668
1648524540,0.04427433,0.0,0.0,1.0638828,0.0,0.0,56.796875,13946880.0,0.0,65536.0,1648524500.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,32.0,37.910156,0.0,0.0,44.48047,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,264.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30736384.0,0.022921437,0.0,0.0,378.5,0.01
1648524600,0.052634876,0.0,0.0,1.3314576,0.0,0.0,56.73047,13946880.0,0.0,65536.0,1648524700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,49.0,37.921875,0.0,0.0,44.34961,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,322.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30736384.0,0.04112581,0.0,0.0,456.33334,0.01
1648524660,0.050862152,0.0,0.0,1.3280373,0.0,0.0,56.677082,13946880.0,0.0,65536.0,1648524700.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021666666,0.0,0.0,40000.0,10.0,61.666668,37.941406,0.0,0.0,44.23177,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,315.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30736384.0,0.039373208,0.0,0.0,442.66666,0.016666668
1648524720,0.033764362,0.0,0.0,0.80780125,0.0,0.0,56.609375,13946880.0,0.0,65536.0,1648524800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028333334,0.0,0.0,40000.0,10.0,71.333336,37.95703,0.0,0.0,44.164062,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,207.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30736384.0,0.051115718,0.0,0.0,297.0,0.023333333
1648524780,0.032464027,0.0,0.0,0.797513,0.0,0.0,56.554688,13946880.0,0.0,65536.0,1648524800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,29.0,37.964844,0.0,0.0,43.98047,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30601216.0,0.023060055,0.0,0.0,283.5,0.0
1648524840,0.047586758,0.0,0.0,1.0003103,0.0,0.0,56.52539,13946880.0,0.0,65536.0,1648524800.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,40000.0,10.0,54.0,37.972656,0.0,0.0,43.95117,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30601216.0,0.04074593,0.0,0.0,406.5,0.015
1648524900,0.052979153,0.0,0.0,1.415577,0.0,0.0,56.47526,13946880.0,0.0,65536.0,1648524900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018333333,0.0,0.0,40000.0,10.0,51.0,37.992188,0.0,0.0,43.901043,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30511104.0,0.035526272,0.0,0.0,467.0,0.011666667
1648524960,0.035713196,0.0,0.0,1.0527244,0.0,0.0,56.398438,13946880.0,0.0,65536.0,1648524900.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036666665,0.0,0.0,40000.0,10.0,73.0,38.007812,0.0,0.0,43.82422,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30466048.0,0.05604675,0.0,0.0,306.0,0.023333333
1648525020,0.03252554,0.0,0.0,0.554739,0.0,0.0,56.35547,13946880.0,0.0,65536.0,1648525000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,45.0,38.021484,0.0,0.0,43.78125,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,189.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30466048.0,0.037179634,0.0,0.0,273.0,0.01
1648525080,0.054998875,0.0,0.0,1.5802866,0.0,0.0,56.328125,13946880.0,0.0,65536.0,1648525000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,45.5,38.033203,0.0,0.0,43.753906,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,349.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30466048.0,0.033760093,0.0,0.0,487.33334,0.015
1648525140,0.030281067,0.0,0.0,0.54791003,0.0,0.0,56.3125,13946880.0,0.0,65536.0,1648525200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,37.5,38.04492,0.0,0.0,43.73828,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30466048.0,0.027210794,0.0,0.0,258.66666,0.005
1648525200,0.05052789,0.0,0.0,1.398955,0.0,0.0,56.23047,13946880.0,0.0,65536.0,1648525200.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,40000.0,10.0,33.0,38.05078,0.0,0.0,43.65625,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30322688.0,0.030452056,0.0,0.0,437.0,0.01
1648525260,0.051107567,0.0,0.0,1.2450908,0.0,0.0,56.21745,13946880.0,0.0,65536.0,1648525300.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,40000.0,10.0,57.0,38.066406,0.0,0.0,43.64323,4.0,256.0,0.0,0.0,604630.75,256.97266,1.0,315.5,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,7569408.0,256.0,0.0,0.0,0.0,0.0,204.0,0.0,1647144400.0,30227114.0,0.037248164,0.0,0.0,444.0,0.013333334
